dependent_feature,independent_feature,beta,t_statistic,p,n,q
sleep_awakeDuration,bacteria_actinobacteria_actinobacteria_bifidobacteriales_bifidobacteriaceae,0.011828626556348932,0.639368576911554,0.5226319370683392,3009.0,0.6947562277195887
sleep_awakeDuration,bacteria_firmicutes_bacilli_lactobacillales_lactobacillaceae,0.0015492752716224605,0.055749756363961324,0.9555455580858974,2538.0,0.9828684390239201
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_veillonellaceae,0.025161284024803054,0.800783739830894,0.4233169794929762,3169.0,0.6123712358397106
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_peptostreptococcaceae,0.03653825756013459,1.5908932716807718,0.1117402025019979,2970.0,0.2275809628939774
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_bacteroidaceae,-0.015902268810828953,-0.4182292369865551,0.6758078152825875,3179.0,0.8187700167128495
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_porphyromonadaceae,-0.03184568335079059,-1.2462737310095235,0.2127566807936896,3152.0,0.3689998682515554
sleep_awakeDuration,bacteria_actinobacteria_actinobacteria_actinomycetales_actinomycetaceae,0.19510120393891586,4.905925787426926,9.829451485398956e-07,2812.0,9.285694594717313e-06
sleep_awakeDuration,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae,-0.1424437716566826,-3.1921259905683526,0.0014260967686935432,3178.0,0.0063958279323225575
sleep_awakeDuration,bacteria_proteobacteria_deltaproteobacteria_desulfovibrionales_desulfovibrionaceae,0.04920741809413447,1.7983974118907726,0.07222245744999146,2786.0,0.16230714077547173
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_rikenellaceae,-0.058666642638542786,-2.134569773356668,0.03287351776259628,3140.0,0.08899903589385823
sleep_awakeDuration,bacteria_proteobacteria_gammaproteobacteria_pasteurellales_pasteurellaceae,0.07341027876695629,2.6605976197028496,0.007851296588199908,2445.0,0.029049797376339656
sleep_awakeDuration,bacteria_proteobacteria_betaproteobacteria_burkholderiales_alcaligenaceae,0.035312758185054895,1.5815903260392774,0.11384684392851868,3054.0,0.22980582193586438
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_mogibacteriaceae,-0.07745361931327573,-1.9378297922754761,0.052735047010947084,3093.0,0.12455493170296361
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_odoribacteraceae,-0.0717581995405489,-2.501096083260378,0.012438370599632917,2770.0,0.04183815565331072
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_barnesiellaceae,-0.03932313821171562,-2.13049151109097,0.033228607610201265,2500.0,0.0891437869884189
sleep_awakeDuration,bacteria_verrucomicrobia_verrucomicrobiae_verrucomicrobiales_verrucomicrobiaceae,0.012332480517736813,0.6529092086571453,0.5138702151640553,2714.0,0.6851602868854071
sleep_awakeningsCount,bacteria_firmicutes_bacilli_lactobacillales_streptococcaceae_streptococcus,-0.27982979654856405,-3.1405554254254007,0.0017004659923705152,3474.0,0.007402028437377536
